Country or Area,Subgroup,Year,Unit,Value
Bhutan,Female 15+ yr,1993,Percent,27.8
Bhutan,Female 15+ yr,1992,Percent,28.4
Bhutan,Female 15+ yr,1991,Percent,28.3
Bhutan,Male 15+ yr,2006,Percent,75.4
Bhutan,Male 15+ yr,2005,Percent,75.3
Bhutan,Male 15+ yr,2004,Percent,75.6
Bhutan,Male 15+ yr,2003,Percent,76.1
Bhutan,Male 15+ yr,2002,Percent,76.4
Bhutan,Male 15+ yr,2001,Percent,76.4
Bhutan,Male 15+ yr,2000,Percent,76.7
Bhutan,Male 15+ yr,1999,Percent,77
Bhutan,Male 15+ yr,1998,Percent,77.3
Bhutan,Male 15+ yr,1997,Percent,77.7
Bhutan,Male 15+ yr,1996,Percent,78.3
Bhutan,Male 15+ yr,1995,Percent,78.9
Bhutan,Male 15+ yr,1994,Percent,78.7
Bhutan,Male 15+ yr,1993,Percent,78.8
Bhutan,Male 15+ yr,1992,Percent,79
Bhutan,Male 15+ yr,1991,Percent,78.8
Bolivia,Female 15+ yr,2006,Percent,58.9
Bolivia,Female 15+ yr,2005,Percent,58.4
Bolivia,Female 15+ yr,2004,Percent,57.9
Bolivia,Female 15+ yr,2003,Percent,58.5
Bolivia,Female 15+ yr,2002,Percent,57.7
Bolivia,Female 15+ yr,2001,Percent,57.1
Bolivia,Female 15+ yr,2000,Percent,56.3
Bolivia,Female 15+ yr,1999,Percent,56.3
Bolivia,Female 15+ yr,1998,Percent,55.9
Bolivia,Female 15+ yr,1997,Percent,55.4
Bolivia,Female 15+ yr,1996,Percent,53.1
Bolivia,Female 15+ yr,1995,Percent,50.7
Bolivia,Female 15+ yr,1994,Percent,49.7
Bolivia,Female 15+ yr,1993,Percent,48.6
Bolivia,Female 15+ yr,1992,Percent,47.5
Bolivia,Female 15+ yr,1991,Percent,46.9
Bolivia,Male 15+ yr,2006,Percent,80.8
Bolivia,Male 15+ yr,2005,Percent,80.5
Bolivia,Male 15+ yr,2004,Percent,80.2
Bolivia,Male 15+ yr,2003,Percent,78.2
Bolivia,Male 15+ yr,2002,Percent,78.4
Bolivia,Male 15+ yr,2001,Percent,78.2
Bolivia,Male 15+ yr,2000,Percent,78.8
Bolivia,Male 15+ yr,1999,Percent,79.3
Bolivia,Male 15+ yr,1998,Percent,79.3
Bolivia,Male 15+ yr,1997,Percent,79.2
Bolivia,Male 15+ yr,1996,Percent,71.7
Bolivia,Male 15+ yr,1995,Percent,72.7
Bolivia,Male 15+ yr,1994,Percent,73.3
Bolivia,Male 15+ yr,1993,Percent,73.9
Bolivia,Male 15+ yr,1992,Percent,74.6
Bolivia,Male 15+ yr,1991,Percent,75.7
Bosnia and Herzegovina,Female 15+ yr,2006,Percent,51.6
Bosnia and Herzegovina,Female 15+ yr,2005,Percent,51.2
Bosnia and Herzegovina,Female 15+ yr,2004,Percent,50.7
Bosnia and Herzegovina,Female 15+ yr,2003,Percent,47.8
Bosnia and Herzegovina,Female 15+ yr,2002,Percent,48
Bosnia and Herzegovina,Female 15+ yr,2001,Percent,48.3
Bosnia and Herzegovina,Female 15+ yr,2000,Percent,48.5
Bosnia and Herzegovina,Female 15+ yr,1999,Percent,48.7
Bosnia and Herzegovina,Female 15+ yr,1998,Percent,48.8
Bosnia and Herzegovina,Female 15+ yr,1997,Percent,48.9
Bosnia and Herzegovina,Female 15+ yr,1996,Percent,48
Bosnia and Herzegovina,Female 15+ yr,1995,Percent,48.3
Bosnia and Herzegovina,Female 15+ yr,1994,Percent,47.8
Bosnia and Herzegovina,Female 15+ yr,1993,Percent,48.6
Bosnia and Herzegovina,Female 15+ yr,1992,Percent,48.8
Bosnia and Herzegovina,Female 15+ yr,1991,Percent,49.3
Bosnia and Herzegovina,Male 15+ yr,2006,Percent,59.5
Bosnia and Herzegovina,Male 15+ yr,2005,Percent,59.8
Bosnia and Herzegovina,Male 15+ yr,2004,Percent,60.1
Bosnia and Herzegovina,Male 15+ yr,2003,Percent,61.4
Bosnia and Herzegovina,Male 15+ yr,2002,Percent,61.6
Bosnia and Herzegovina,Male 15+ yr,2001,Percent,62
Bosnia and Herzegovina,Male 15+ yr,2000,Percent,62.3
Bosnia and Herzegovina,Male 15+ yr,1999,Percent,62.6
Bosnia and Herzegovina,Male 15+ yr,1998,Percent,63
Bosnia and Herzegovina,Male 15+ yr,1997,Percent,62.9
Bosnia and Herzegovina,Male 15+ yr,1996,Percent,62.6
Bosnia and Herzegovina,Male 15+ yr,1995,Percent,64.6
Bosnia and Herzegovina,Male 15+ yr,1994,Percent,65
Bosnia and Herzegovina,Male 15+ yr,1993,Percent,66.3
Bosnia and Herzegovina,Male 15+ yr,1992,Percent,66.7
Bosnia and Herzegovina,Male 15+ yr,1991,Percent,67.1
Botswana,Female 15+ yr,2006,Percent,33.5
Botswana,Female 15+ yr,2005,Percent,33.7
Botswana,Female 15+ yr,2004,Percent,33.8
Botswana,Female 15+ yr,2003,Percent,35.3
Botswana,Female 15+ yr,2002,Percent,37.3
Botswana,Female 15+ yr,2001,Percent,38
Botswana,Female 15+ yr,2000,Percent,37.9
Botswana,Female 15+ yr,1999,Percent,37.7
Botswana,Female 15+ yr,1998,Percent,37.6
Botswana,Female 15+ yr,1997,Percent,38.4
Botswana,Female 15+ yr,1996,Percent,38.8
Botswana,Female 15+ yr,1995,Percent,39.6
Botswana,Female 15+ yr,1994,Percent,40.9
Botswana,Female 15+ yr,1993,Percent,43.1
Botswana,Female 15+ yr,1992,Percent,44.7
Botswana,Female 15+ yr,1991,Percent,46.4
Botswana,Male 15+ yr,2006,Percent,54.7
Botswana,Male 15+ yr,2005,Percent,54.8
Botswana,Male 15+ yr,2004,Percent,54.8
Botswana,Male 15+ yr,2003,Percent,53.2
Botswana,Male 15+ yr,2002,Percent,55.7
Botswana,Male 15+ yr,2001,Percent,58.1
Botswana,Male 15+ yr,2000,Percent,57
Botswana,Male 15+ yr,1999,Percent,58.2
Botswana,Male 15+ yr,1998,Percent,59.4
Botswana,Male 15+ yr,1997,Percent,59.5
Botswana,Male 15+ yr,1996,Percent,59.1
Botswana,Male 15+ yr,1995,Percent,59.8
Botswana,Male 15+ yr,1994,Percent,60
Botswana,Male 15+ yr,1993,Percent,64.1
Botswana,Male 15+ yr,1992,Percent,65.5
Botswana,Male 15+ yr,1991,Percent,67.2
Brazil,Female 15+ yr,2006,Percent,49.8
Brazil,Female 15+ yr,2005,Percent,50
Brazil,Female 15+ yr,2004,Percent,49.7
Brazil,Female 15+ yr,2003,Percent,49.8
Brazil,Female 15+ yr,2002,Percent,49.3
Brazil,Female 15+ yr,2001,Percent,48.2
Brazil,Female 15+ yr,2000,Percent,48.3
Brazil,Female 15+ yr,1999,Percent,48.3
Brazil,Female 15+ yr,1998,Percent,47.3
Brazil,Female 15+ yr,1997,Percent,47.8
Brazil,Female 15+ yr,1996,Percent,47.5
Brazil,Female 15+ yr,1995,Percent,50.2
Brazil,Female 15+ yr,1994,Percent,49.6
Brazil,Female 15+ yr,1993,Percent,49.1
Brazil,Female 15+ yr,1992,Percent,48.8
Brazil,Female 15+ yr,1991,Percent,42.3
Brazil,Male 15+ yr,2006,Percent,73
Brazil,Male 15+ yr,2005,Percent,73.9
Brazil,Male 15+ yr,2004,Percent,74.9
Brazil,Male 15+ yr,2003,Percent,75.4
Brazil,Male 15+ yr,2002,Percent,75.7
Brazil,Male 15+ yr,2001,Percent,75.5
Brazil,Male 15+ yr,2000,Percent,75.8
Brazil,Male 15+ yr,1999,Percent,76.1
Brazil,Male 15+ yr,1998,Percent,76.8
Brazil,Male 15+ yr,1997,Percent,77.9
Brazil,Male 15+ yr,1996,Percent,78.2
Brazil,Male 15+ yr,1995,Percent,80.3
Brazil,Male 15+ yr,1994,Percent,80.7
Brazil,Male 15+ yr,1993,Percent,81.1
Brazil,Male 15+ yr,1992,Percent,81.2
Brazil,Male 15+ yr,1991,Percent,78.6
Brunei,Female 15+ yr,2006,Percent,41.6
Brunei,Female 15+ yr,2005,Percent,41.8
Brunei,Female 15+ yr,2004,Percent,42.1
Brunei,Female 15+ yr,2003,Percent,41.5
Brunei,Female 15+ yr,2002,Percent,42.3
Brunei,Female 15+ yr,2001,Percent,43.1
Brunei,Female 15+ yr,2000,Percent,43.8
Brunei,Female 15+ yr,1999,Percent,43.8
Brunei,Female 15+ yr,1998,Percent,43.7
Brunei,Female 15+ yr,1997,Percent,43.7
Brunei,Female 15+ yr,1996,Percent,43.8
Brunei,Female 15+ yr,1995,Percent,43.8
Brunei,Female 15+ yr,1994,Percent,43.8
Brunei,Female 15+ yr,1993,Percent,43.9
Brunei,Female 15+ yr,1992,Percent,44.1
Brunei,Female 15+ yr,1991,Percent,44.1
Brunei,Male 15+ yr,2006,Percent,75.5
Brunei,Male 15+ yr,2005,Percent,75.7
Brunei,Male 15+ yr,2004,Percent,76.1
Brunei,Male 15+ yr,2003,Percent,76.5
Brunei,Male 15+ yr,2002,Percent,76.8
Brunei,Male 15+ yr,2001,Percent,77
Brunei,Male 15+ yr,2000,Percent,77.2
Brunei,Male 15+ yr,1999,Percent,77.5
Brunei,Male 15+ yr,1998,Percent,77.5
Brunei,Male 15+ yr,1997,Percent,77.6
Brunei,Male 15+ yr,1996,Percent,77.9
Brunei,Male 15+ yr,1995,Percent,78.1
Brunei,Male 15+ yr,1994,Percent,78.2
Brunei,Male 15+ yr,1993,Percent,78.3
Brunei,Male 15+ yr,1992,Percent,78.6
Brunei,Male 15+ yr,1991,Percent,78.6
Bulgaria,Female 15+ yr,2006,Percent,36.3
Bulgaria,Female 15+ yr,2005,Percent,36.8
Bulgaria,Female 15+ yr,2004,Percent,36.7
Bulgaria,Female 15+ yr,2003,Percent,38.7
Bulgaria,Female 15+ yr,2002,Percent,38.3
Bulgaria,Female 15+ yr,2001,Percent,37.9
Bulgaria,Female 15+ yr,2000,Percent,35.5
Bulgaria,Female 15+ yr,1999,Percent,38.5
Bulgaria,Female 15+ yr,1998,Percent,41
Bulgaria,Female 15+ yr,1997,Percent,41.9
Bulgaria,Female 15+ yr,1996,Percent,43.5
Bulgaria,Female 15+ yr,1995,Percent,43.8
Bulgaria,Female 15+ yr,1994,Percent,42.9
Bulgaria,Female 15+ yr,1993,Percent,43.5
Bulgaria,Female 15+ yr,1992,Percent,48.4
Bulgaria,Female 15+ yr,1991,Percent,47
Bulgaria,Male 15+ yr,2006,Percent,46.6
Bulgaria,Male 15+ yr,2005,Percent,46.9
Bulgaria,Male 15+ yr,2004,Percent,46.1
Bulgaria,Male 15+ yr,2003,Percent,47.3
Bulgaria,Male 15+ yr,2002,Percent,45.4
Bulgaria,Male 15+ yr,2001,Percent,44.6
Bulgaria,Male 15+ yr,2000,Percent,43.4
Bulgaria,Male 15+ yr,1999,Percent,46.3
Bulgaria,Male 15+ yr,1998,Percent,48.7
Bulgaria,Male 15+ yr,1997,Percent,49
Bulgaria,Male 15+ yr,1996,Percent,50.4
Bulgaria,Male 15+ yr,1995,Percent,50.4
Bulgaria,Male 15+ yr,1994,Percent,49
Bulgaria,Male 15+ yr,1993,Percent,49.3
Bulgaria,Male 15+ yr,1992,Percent,54.9
Bulgaria,Male 15+ yr,1991,Percent,52.8
Burkina Faso,Female 15+ yr,2006,Percent,75.5
Burkina Faso,Female 15+ yr,2005,Percent,75.4
Burkina Faso,Female 15+ yr,2004,Percent,75.3
Burkina Faso,Female 15+ yr,2003,Percent,75
Burkina Faso,Female 15+ yr,2002,Percent,75.1
Burkina Faso,Female 15+ yr,2001,Percent,75.4
Burkina Faso,Female 15+ yr,2000,Percent,75.5
Burkina Faso,Female 15+ yr,1999,Percent,75.5
Burkina Faso,Female 15+ yr,1998,Percent,75.5
Burkina Faso,Female 15+ yr,1997,Percent,75.4
Burkina Faso,Female 15+ yr,1996,Percent,75.5
Burkina Faso,Female 15+ yr,1995,Percent,75.3
Burkina Faso,Female 15+ yr,1994,Percent,75.1
Burkina Faso,Female 15+ yr,1993,Percent,74.3
Burkina Faso,Female 15+ yr,1992,Percent,74
Burkina Faso,Female 15+ yr,1991,Percent,74
Burkina Faso,Male 15+ yr,2006,Percent,87.7
Burkina Faso,Male 15+ yr,2005,Percent,87.9
Burkina Faso,Male 15+ yr,2004,Percent,88
Burkina Faso,Male 15+ yr,2003,Percent,88
Burkina Faso,Male 15+ yr,2002,Percent,88.2
Burkina Faso,Male 15+ yr,2001,Percent,88.3
Burkina Faso,Male 15+ yr,2000,Percent,88.4
Burkina Faso,Male 15+ yr,1999,Percent,88.3
Burkina Faso,Male 15+ yr,1998,Percent,88.6
Burkina Faso,Male 15+ yr,1997,Percent,88.4
Burkina Faso,Male 15+ yr,1996,Percent,88.7
Burkina Faso,Male 15+ yr,1995,Percent,88.8
Burkina Faso,Male 15+ yr,1994,Percent,88.8
Burkina Faso,Male 15+ yr,1993,Percent,88.1
Burkina Faso,Male 15+ yr,1992,Percent,88.2
Burkina Faso,Male 15+ yr,1991,Percent,88.1
Burundi,Female 15+ yr,2006,Percent,83.5
Burundi,Female 15+ yr,2005,Percent,83.1
Burundi,Female 15+ yr,2004,Percent,83.4
Burundi,Female 15+ yr,2003,Percent,82.5
Burundi,Female 15+ yr,2002,Percent,83.1
Burundi,Female 15+ yr,2001,Percent,83.3
Burundi,Female 15+ yr,2000,Percent,83.5
Burundi,Female 15+ yr,1999,Percent,83.6
Burundi,Female 15+ yr,1998,Percent,84
Burundi,Female 15+ yr,1997,Percent,83.9
Burundi,Female 15+ yr,1996,Percent,83.4
Burundi,Female 15+ yr,1995,Percent,83.3
Burundi,Female 15+ yr,1994,Percent,83.3
Burundi,Female 15+ yr,1993,Percent,83
Burundi,Female 15+ yr,1992,Percent,83.2
Burundi,Female 15+ yr,1991,Percent,83.2
Burundi,Male 15+ yr,2006,Percent,83.6
Burundi,Male 15+ yr,2005,Percent,83.1
Burundi,Male 15+ yr,2004,Percent,83.2
Burundi,Male 15+ yr,2003,Percent,82.1
Burundi,Male 15+ yr,2002,Percent,82.5
Burundi,Male 15+ yr,2001,Percent,82.7
Burundi,Male 15+ yr,2000,Percent,82.7
Burundi,Male 15+ yr,1999,Percent,82.8
Burundi,Male 15+ yr,1998,Percent,83.3
Burundi,Male 15+ yr,1997,Percent,83.4
Burundi,Male 15+ yr,1996,Percent,82.9
Burundi,Male 15+ yr,1995,Percent,82.5
Burundi,Male 15+ yr,1994,Percent,82.3
Burundi,Male 15+ yr,1993,Percent,81.8
Burundi,Male 15+ yr,1992,Percent,81.6
Burundi,Male 15+ yr,1991,Percent,81.7
Cambodia,Female 15+ yr,2006,Percent,73.2
Cambodia,Female 15+ yr,2005,Percent,73.4
Cambodia,Female 15+ yr,2004,Percent,73.4
Cambodia,Female 15+ yr,2003,Percent,73.2
Cambodia,Female 15+ yr,2002,Percent,73.5
Cambodia,Female 15+ yr,2001,Percent,73.7
Cambodia,Female 15+ yr,2000,Percent,73.3
Cambodia,Female 15+ yr,1999,Percent,73.6
Cambodia,Female 15+ yr,1998,Percent,73.8
Cambodia,Female 15+ yr,1997,Percent,72.9
Cambodia,Female 15+ yr,1996,Percent,73.1
Cambodia,Female 15+ yr,1995,Percent,74.2
Cambodia,Female 15+ yr,1994,Percent,74.7
Cambodia,Female 15+ yr,1993,Percent,74.9
Cambodia,Female 15+ yr,1992,Percent,75
Cambodia,Female 15+ yr,1991,Percent,75.3
Cambodia,Male 15+ yr,2006,Percent,78.8
Cambodia,Male 15+ yr,2005,Percent,79
Cambodia,Male 15+ yr,2004,Percent,78.9
Cambodia,Male 15+ yr,2003,Percent,78.6
Cambodia,Male 15+ yr,2002,Percent,79
Cambodia,Male 15+ yr,2001,Percent,79.3
Cambodia,Male 15+ yr,2000,Percent,79.2
Cambodia,Male 15+ yr,1999,Percent,79.9
Cambodia,Male 15+ yr,1998,Percent,80.8
Cambodia,Male 15+ yr,1997,Percent,80.2
Cambodia,Male 15+ yr,1996,Percent,80.8
Cambodia,Male 15+ yr,1995,Percent,82.1
Cambodia,Male 15+ yr,1994,Percent,82.7
Cambodia,Male 15+ yr,1993,Percent,82.9
Cambodia,Male 15+ yr,1992,Percent,82.7
Cambodia,Male 15+ yr,1991,Percent,82.8
Cameroon,Female 15+ yr,2006,Percent,47.6
Cameroon,Female 15+ yr,2005,Percent,47.7
Cameroon,Female 15+ yr,2004,Percent,47.8
Cameroon,Female 15+ yr,2003,Percent,47.9
Cameroon,Female 15+ yr,2002,Percent,48.3
Cameroon,Female 15+ yr,2001,Percent,48.6
Cameroon,Female 15+ yr,2000,Percent,49.1
Cameroon,Female 15+ yr,1999,Percent,49.5
Cameroon,Female 15+ yr,1998,Percent,49.8
Cameroon,Female 15+ yr,1997,Percent,50.1
Cameroon,Female 15+ yr,1996,Percent,50.4
Cameroon,Female 15+ yr,1995,Percent,50.7
Cameroon,Female 15+ yr,1994,Percent,50.6
Cameroon,Female 15+ yr,1993,Percent,50.7
Cameroon,Female 15+ yr,1992,Percent,50.8
Cameroon,Female 15+ yr,1991,Percent,50.8
Cameroon,Male 15+ yr,2006,Percent,74.3
Cameroon,Male 15+ yr,2005,Percent,74.5
Cameroon,Male 15+ yr,2004,Percent,74.9
Cameroon,Male 15+ yr,2003,Percent,76
Cameroon,Male 15+ yr,2002,Percent,76
Cameroon,Male 15+ yr,2001,Percent,76.1
Cameroon,Male 15+ yr,2000,Percent,76.7
Cameroon,Male 15+ yr,1999,Percent,77.1
Cameroon,Male 15+ yr,1998,Percent,77.2
Cameroon,Male 15+ yr,1997,Percent,77.3
Cameroon,Male 15+ yr,1996,Percent,77.6
Cameroon,Male 15+ yr,1995,Percent,77.8
Cameroon,Male 15+ yr,1994,Percent,77.6
Cameroon,Male 15+ yr,1993,Percent,77.1
Cameroon,Male 15+ yr,1992,Percent,76.6
Cameroon,Male 15+ yr,1991,Percent,75.9
Canada,Female 15+ yr,2006,Percent,57.2
Canada,Female 15+ yr,2005,Percent,56.6
Canada,Female 15+ yr,2004,Percent,56.1
Canada,Female 15+ yr,2003,Percent,56.5
Canada,Female 15+ yr,2002,Percent,55.6
Canada,Female 15+ yr,2001,Percent,54.9
Canada,Female 15+ yr,2000,Percent,54.8
Canada,Female 15+ yr,1999,Percent,53.9
Canada,Female 15+ yr,1998,Percent,53
Canada,Female 15+ yr,1997,Percent,52
Canada,Female 15+ yr,1996,Percent,51.5
Canada,Female 15+ yr,1995,Percent,51.6
Canada,Female 15+ yr,1994,Percent,51.3
Canada,Female 15+ yr,1993,Percent,51
Canada,Female 15+ yr,1992,Percent,51.4
Canada,Female 15+ yr,1991,Percent,52.2
Canada,Male 15+ yr,2006,Percent,67.5
Canada,Male 15+ yr,2005,Percent,67.2
Canada,Male 15+ yr,2004,Percent,67
Canada,Male 15+ yr,2003,Percent,67.4
Canada,Male 15+ yr,2002,Percent,67
Canada,Male 15+ yr,2001,Percent,66.7
Canada,Male 15+ yr,2000,Percent,67.2
Canada,Male 15+ yr,1999,Percent,66.6
Canada,Male 15+ yr,1998,Percent,65.7
Canada,Male 15+ yr,1997,Percent,65.3
Canada,Male 15+ yr,1996,Percent,64.8
Canada,Male 15+ yr,1995,Percent,65.3
Canada,Male 15+ yr,1994,Percent,65
Canada,Male 15+ yr,1993,Percent,64.5
Canada,Male 15+ yr,1992,Percent,64.9
Canada,Male 15+ yr,1991,Percent,66.8
Cape Verde,Female 15+ yr,2006,Percent,31
Cape Verde,Female 15+ yr,2005,Percent,31.1
Cape Verde,Female 15+ yr,2004,Percent,31.1
Cape Verde,Female 15+ yr,2003,Percent,31.1
Cape Verde,Female 15+ yr,2002,Percent,31.6
Cape Verde,Female 15+ yr,2001,Percent,32
Cape Verde,Female 15+ yr,2000,Percent,32.5
Cape Verde,Female 15+ yr,1999,Percent,33.6
Cape Verde,Female 15+ yr,1998,Percent,34.4
Cape Verde,Female 15+ yr,1997,Percent,35.3
Cape Verde,Female 15+ yr,1996,Percent,36.1
Cape Verde,Female 15+ yr,1995,Percent,36.9
Cape Verde,Female 15+ yr,1994,Percent,37.3
Cape Verde,Female 15+ yr,1993,Percent,37.6
Cape Verde,Female 15+ yr,1992,Percent,37.7
Cape Verde,Female 15+ yr,1991,Percent,37.7
Cape Verde,Male 15+ yr,2006,Percent,68.8
Cape Verde,Male 15+ yr,2005,Percent,69.1
Cape Verde,Male 15+ yr,2004,Percent,69.5
Cape Verde,Male 15+ yr,2003,Percent,70.9
Cape Verde,Male 15+ yr,2002,Percent,71.1
Cape Verde,Male 15+ yr,2001,Percent,71.5
Cape Verde,Male 15+ yr,2000,Percent,71.8
Cape Verde,Male 15+ yr,1999,Percent,72.6
Cape Verde,Male 15+ yr,1998,Percent,73.3
Cape Verde,Male 15+ yr,1997,Percent,74
Cape Verde,Male 15+ yr,1996,Percent,74.4
Cape Verde,Male 15+ yr,1995,Percent,74.8
Cape Verde,Male 15+ yr,1994,Percent,75.3
Cape Verde,Male 15+ yr,1993,Percent,75.7
Cape Verde,Male 15+ yr,1992,Percent,75.9
Cape Verde,Male 15+ yr,1991,Percent,75.7
Central African Republic,Female 15+ yr,2006,Percent,64.4
Central African Republic,Female 15+ yr,2005,Percent,64.4
Central African Republic,Female 15+ yr,2004,Percent,64.4
Central African Republic,Female 15+ yr,2003,Percent,64.2
Central African Republic,Female 15+ yr,2002,Percent,64.5
Central African Republic,Female 15+ yr,2001,Percent,64.6
Central African Republic,Female 15+ yr,2000,Percent,64.8
Central African Republic,Female 15+ yr,1999,Percent,64.9
Central African Republic,Female 15+ yr,1998,Percent,65
Central African Republic,Female 15+ yr,1997,Percent,65.2
Central African Republic,Female 15+ yr,1996,Percent,64.5
Central African Republic,Female 15+ yr,1995,Percent,65.1
Central African Republic,Female 15+ yr,1994,Percent,65.2
Central African Republic,Female 15+ yr,1993,Percent,65.1
Central African Republic,Female 15+ yr,1992,Percent,65.1
Central African Republic,Female 15+ yr,1991,Percent,65.1
Central African Republic,Male 15+ yr,2006,Percent,80.9
Central African Republic,Male 15+ yr,2005,Percent,80.8
Central African Republic,Male 15+ yr,2004,Percent,80.8
Central African Republic,Male 15+ yr,2003,Percent,80.8
Central African Republic,Male 15+ yr,2002,Percent,80.7
Central African Republic,Male 15+ yr,2001,Percent,80.7
Central African Republic,Male 15+ yr,2000,Percent,80.8
Central African Republic,Male 15+ yr,1999,Percent,81.1
Central African Republic,Male 15+ yr,1998,Percent,81.2
Central African Republic,Male 15+ yr,1997,Percent,81.7
Central African Republic,Male 15+ yr,1996,Percent,80.9
Central African Republic,Male 15+ yr,1995,Percent,81.3
Central African Republic,Male 15+ yr,1994,Percent,81.5
Central African Republic,Male 15+ yr,1993,Percent,81.5
Central African Republic,Male 15+ yr,1992,Percent,81.3
Central African Republic,Male 15+ yr,1991,Percent,80.8
Chad,Female 15+ yr,2006,Percent,60.1
Chad,Female 15+ yr,2005,Percent,60.3
Chad,Female 15+ yr,2004,Percent,61.3
Chad,Female 15+ yr,2003,Percent,60.1
Chad,Female 15+ yr,2002,Percent,60
Chad,Female 15+ yr,2001,Percent,60.2
Chad,Female 15+ yr,2000,Percent,59.8
Chad,Female 15+ yr,1999,Percent,59.6
Chad,Female 15+ yr,1998,Percent,59.8
Chad,Female 15+ yr,1997,Percent,59.7
Chad,Female 15+ yr,1996,Percent,59.5
Chad,Female 15+ yr,1995,Percent,59.3
Chad,Female 15+ yr,1994,Percent,59.4
Chad,Female 15+ yr,1993,Percent,59
Chad,Female 15+ yr,1992,Percent,58.7
Chad,Female 15+ yr,1991,Percent,59
Chad,Male 15+ yr,2006,Percent,70.6
Chad,Male 15+ yr,2005,Percent,71.2
Chad,Male 15+ yr,2004,Percent,72.5
Chad,Male 15+ yr,2003,Percent,69.9
Chad,Male 15+ yr,2002,Percent,71.7
Chad,Male 15+ yr,2001,Percent,72.8
Chad,Male 15+ yr,2000,Percent,73
Chad,Male 15+ yr,1999,Percent,72.7
Chad,Male 15+ yr,1998,Percent,72.7
Chad,Male 15+ yr,1997,Percent,73.6
Chad,Male 15+ yr,1996,Percent,73.8
Chad,Male 15+ yr,1995,Percent,73.6
Chad,Male 15+ yr,1994,Percent,74
Chad,Male 15+ yr,1993,Percent,73.5
Chad,Male 15+ yr,1992,Percent,71.6
Chad,Male 15+ yr,1991,Percent,72.7
Chile,Female 15+ yr,2006,Percent,33.6
Chile,Female 15+ yr,2005,Percent,33.5
Chile,Female 15+ yr,2004,Percent,32.9
Chile,Female 15+ yr,2003,Percent,33.6
Chile,Female 15+ yr,2002,Percent,32.5
Chile,Female 15+ yr,2001,Percent,32.6
Chile,Female 15+ yr,2000,Percent,32.5
Chile,Female 15+ yr,1999,Percent,33
Chile,Female 15+ yr,1998,Percent,33.7
Chile,Female 15+ yr,1997,Percent,33.5
Chile,Female 15+ yr,1996,Percent,32.7
Chile,Female 15+ yr,1995,Percent,32.9
Chile,Female 15+ yr,1994,Percent,33.3
Chile,Female 15+ yr,1993,Percent,33.9
Chile,Female 15+ yr,1992,Percent,32.2
Chile,Female 15+ yr,1991,Percent,30.2
Chile,Male 15+ yr,2006,Percent,65.3
Chile,Male 15+ yr,2005,Percent,66.3
Chile,Male 15+ yr,2004,Percent,66.5
Chile,Male 15+ yr,2003,Percent,67.8
Chile,Male 15+ yr,2002,Percent,68.1
Chile,Male 15+ yr,2001,Percent,68.7
Chile,Male 15+ yr,2000,Percent,68.5
Chile,Male 15+ yr,1999,Percent,69.8
Chile,Male 15+ yr,1998,Percent,71
Chile,Male 15+ yr,1997,Percent,72.8
Chile,Male 15+ yr,1996,Percent,73
Chile,Male 15+ yr,1995,Percent,74
Chile,Male 15+ yr,1994,Percent,74.1
Chile,Male 15+ yr,1993,Percent,75.2
Chile,Male 15+ yr,1992,Percent,74.5
Chile,Male 15+ yr,1991,Percent,73.2
China,Female 15+ yr,2006,Percent,66.8
China,Female 15+ yr,2005,Percent,67.2
China,Female 15+ yr,2004,Percent,67.6
China,Female 15+ yr,2003,Percent,67.9
China,Female 15+ yr,2002,Percent,68.4
China,Female 15+ yr,2001,Percent,68.9
China,Female 15+ yr,2000,Percent,69.4
China,Female 15+ yr,1999,Percent,69.7
China,Female 15+ yr,1998,Percent,70
China,Female 15+ yr,1997,Percent,70.5
China,Female 15+ yr,1996,Percent,70.8
China,Female 15+ yr,1995,Percent,71
China,Female 15+ yr,1994,Percent,71.4
China,Female 15+ yr,1993,Percent,71.6
China,Female 15+ yr,1992,Percent,71.7
China,Female 15+ yr,1991,Percent,71.1
China,Male 15+ yr,2006,Percent,78.9
China,Male 15+ yr,2005,Percent,79.1
China,Male 15+ yr,2004,Percent,79.3
China,Male 15+ yr,2003,Percent,79.5
China,Male 15+ yr,2002,Percent,79.8
China,Male 15+ yr,2001,Percent,80.1
China,Male 15+ yr,2000,Percent,80.6
China,Male 15+ yr,1999,Percent,80.7
China,Male 15+ yr,1998,Percent,80.9
China,Male 15+ yr,1997,Percent,81.4
China,Male 15+ yr,1996,Percent,81.6
China,Male 15+ yr,1995,Percent,81.8
China,Male 15+ yr,1994,Percent,82.2
China,Male 15+ yr,1993,Percent,82.3
China,Male 15+ yr,1992,Percent,82.2
China,Male 15+ yr,1991,Percent,81.2
Colombia,Female 15+ yr,2006,Percent,52.9
Colombia,Female 15+ yr,2005,Percent,51.9
Colombia,Female 15+ yr,2004,Percent,49.8
Colombia,Female 15+ yr,2003,Percent,48.7
Colombia,Female 15+ yr,2002,Percent,46.9
Colombia,Female 15+ yr,2001,Percent,46.9
